meeting,speaker,word_pos,pause_ms,seg_len,seg_len_prev,prev_end
IS1000b,IS1000b.C,988,1190.0000000000546,4,10,558.88
IS1000b,IS1000b.C,1324,1409.9999999999682,6,1,693.12
IS1000b,IS1000b.C,1330,1129.9999999999955,22,6,696.78
IS1000b,IS1000b.C,1392,1990.000000000009,10,18,713.84
IS1000b,IS1000b.C,1714,1129.9999999999955,1,13,837.66
IS1000b,IS1000b.C,2693,4600.000000000136,1,24,1243.6
IS1000b,IS1000b.C,2781,1259.999999999991,77,64,1284.41
IS1000b,IS1000b.C,2859,69.99999999993634,133,77,1314.76
IS1000b,IS1000b.C,2995,459.999999999809,92,133,1365.38
IS1000b,IS1000b.C,3087,530.0000000002001,71,92,1397.6
IS1000b,IS1000b.C,3159,890.0000000001,90,71,1426.53
IS1000b,IS1000b.C,3402,400.00000000009095,105,73,1508.35
IS1000b,IS1000b.C,3903,839.9999999999181,2,21,1647.52
IS1000b,IS1000b.C,3906,1119.9999999998909,1,2,1649.24
IS1000b,IS1000b.C,4439,1250.0,2,4,1857.28
IS1000b,IS1000b.C,4443,1829.9999999999272,16,2,1860.88
IS1000b,IS1000b.C,4495,1440.0000000000546,4,23,1885.11
IS1000b,IS1000b.C,4553,3380.000000000109,95,17,1902.04
IS1000b,IS1000b.C,5667,2430.000000000291,1,1,2265.99
IS1000b,IS1000b.D,1600,191.00000000003092,1,2,784.39
IS1000b,IS1000b.D,1683,2289.9999999999636,7,6,825.87
IS1000b,IS1000b.D,1727,2710.0000000000364,65,12,846.37
IS1000b,IS1000b.D,1793,340.00000000003183,57,65,873.12
IS1000b,IS1000b.D,1852,470.0000000000273,75,57,901.24
IS1000b,IS1000b.D,1930,2379.9999999999955,72,75,936.49
IS1000b,IS1000b.D,2003,1149.9999999999773,60,72,971.22
IS1000b,IS1000b.D,2223,1250.0,30,15,1062.63
IS1000b,IS1000b.D,2254,2349.999999999909,32,30,1077.38
IS1000b,IS1000b.D,2429,1539.9999999999636,38,13,1145.72
IS1000b,IS1000b.D,4441,41.99999999991633,1,1,1859.03
IS1000b,IS1000b.D,4455,40.99999999993997,1,1,1868.809
IS1000b,IS1000b.D,5023,1070.0000000001637,5,44,2060.0
IS1000c,IS1000c.A,5,2570.0000000000005,1,5,14.09
IS1000c,IS1000c.A,6,3590.0,3,1,16.96
IS1000c,IS1000c.A,9,3449.999999999999,11,3,20.93
IS1000c,IS1000c.A,286,1379.9999999999955,39,1,254.01
IS1000c,IS1000c.A,353,1270.0000000000387,1,28,277.09
IS1000c,IS1000c.A,354,1060.0000000000023,11,1,278.74
IS1000c,IS1000c.A,365,3140.000000000043,46,11,284.02
IS1000c,IS1000c.A,411,2639.9999999999864,90,46,304.41
IS1000c,IS1000c.A,501,1330.000000000041,63,90,330.08
IS1000c,IS1000c.A,564,410.000000000025,47,63,347.53
IS1000c,IS1000c.A,611,1529.9999999999727,76,47,361.29
IS1000c,IS1000c.A,839,1439.9999999999977,40,54,439.09
IS1000c,IS1000c.A,879,1250.0,87,40,451.44
IS1000c,IS1000c.A,975,1160.000000000025,57,87,476.19
IS1000c,IS1000c.A,1032,3090.000000000032,52,57,493.39
IS1000c,IS1000c.A,1084,1139.9999999999864,46,52,514.64
IS1000c,IS1000c.A,1131,1179.99999999995,1,46,526.83
IS1000c,IS1000c.A,1132,1149.9999999999773,51,1,528.4
IS1000c,IS1000c.A,5357,1349.999999999909,10,12,2036.93
IS1000c,IS1000c.B,54,3759.999999999991,1,18,102.87
IS1000c,IS1000c.B,55,1209.9999999999936,1,1,106.81
IS1000c,IS1000c.B,56,1989.999999999995,10,1,108.48
IS1000c,IS1000c.B,66,1189.9999999999977,11,10,113.47
IS1000c,IS1000c.B,78,1840.0000000000034,13,11,118.05
IS1000c,IS1000c.B,91,1320.0000000000073,6,13,125.88
IS1000c,IS1000c.B,97,1090.0000000000034,33,6,130.59
IS1000c,IS1000c.B,133,1360.0000000000136,17,33,145.88
IS1000c,IS1000c.B,152,2210.000000000008,16,17,152.51
IS1000c,IS1000c.B,232,1900.0000000000057,1,1,185.15
IS1000c,IS1000c.B,269,1919.9999999999875,1,7,215.37
IS1000c,IS1000c.B,1214,1679.99999999995,1,1,555.49
IS1000c,IS1000c.B,1411,2059.9999999999454,6,39,623.37
IS1000c,IS1000c.B,1417,1730.0000000000182,3,6,627.04
IS1000c,IS1000c.B,1420,1120.0000000000045,10,3,630.32
IS1000c,IS1000c.B,2632,1090.0000000001455,55,28,1067.08
IS1000c,IS1000c.B,4054,1269.9999999999818,10,57,1615.73
IS1000c,IS1000c.B,4582,1110.0000000001273,2,15,1800.86
IS1000c,IS1000c.B,4584,2539.9999999999636,12,2,1804.06
IS1000c,IS1000c.B,4617,2000.0,21,12,1816.72
IS1000c,IS1000c.B,4639,1150.000000000091,42,21,1827.83
IS1000c,IS1000c.B,4686,1799.9999999999545,1,42,1841.93
IS1000c,IS1000c.B,5092,1500.0,4,12,1958.15
IS1000c,IS1000c.C,1601,69.99999999993634,89,85,714.35
IS1000c,IS1000c.C,1693,279.9999999999727,53,89,752.14
IS1000c,IS1000c.C,1960,650.000000000091,56,85,836.8
IS1000c,IS1000c.C,2016,50.00000000006821,73,56,860.56
IS1000c,IS1000c.C,2099,330.0000000000409,51,73,885.41
IS1000c,IS1000c.C,2151,320.00000000005,89,51,905.06
IS1000c,IS1000c.C,2992,410.00000000008185,75,58,1175.76
IS1000c,IS1000c.C,3887,1670.0000000000728,10,41,1556.09
IS1000c,IS1000c.C,3897,1200.0000000000455,3,10,1561.03
IS1000c,IS1000c.C,4356,1160.0000000000819,27,45,1717.74
IS1000c,IS1000c.C,4688,1879.9999999998818,8,1,1845.68
IS1000c,IS1000c.C,4696,1490.000000000009,2,8,1849.95
IS1000c,IS1000c.C,4698,1179.9999999998363,4,2,1852.65
IS1000c,IS1000c.C,4702,1219.9999999998,4,4,1855.4
IS1000c,IS1000c.C,4706,1110.0000000001273,47,4,1857.52
IS1000c,IS1000c.C,5266,1649.9999999998636,3,2,2001.41
IS1000c,IS1000c.C,5308,980.0000000000182,16,10,2014.35
IS1000c,IS1000c.C,5498,2210.0000000000364,2,4,2080.02
IS1000c,IS1000c.D,197,1859.9999999999852,24,16,166.08
IS1000c,IS1000c.D,1860,1170.0000000000728,4,8,804.02
IS1000c,IS1000c.D,3218,1200.0000000000455,10,97,1269.52
IS1000c,IS1000c.D,3306,1990.000000000009,77,76,1312.19
IS1000c,IS1000c.D,3385,1230.0000000000182,69,77,1346.34
IS1000c,IS1000c.D,3458,2569.9999999999363,43,69,1382.15
IS1000c,IS1000c.D,3641,579.9999999999272,108,65,1454.41
IS1000c,IS1000c.D,3751,1490.000000000009,88,108,1505.76
IS1000d,IS1000d.A,35,3460.000000000001,7,12,46.72
IS1000d,IS1000d.A,42,2210.000000000001,4,7,51.75
IS1000d,IS1000d.A,53,1300.0000000000043,6,1,57.87
IS1000d,IS1000d.A,791,2929.99999999995,8,1,394.72
IS1000d,IS1000d.A,1878,1759.999999999991,65,54,752.21
IS1000d,IS1000d.A,1944,1580.000000000041,28,65,776.65
IS1000d,IS1000d.A,1985,1319.9999999999363,18,1,790.86
IS1000d,IS1000d.A,2171,4750.0,21,2,902.75
IS1000d,IS1000d.A,2336,1209.9999999999227,9,5,976.95
IS1000d,IS1000d.A,2639,2529.9999999999727,7,1,1105.99
IS1000d,IS1000d.A,2704,3479.999999999791,36,3,1137.13
IS1000d,IS1000d.A,2762,1730.0000000000182,9,6,1161.36
IS1000d,IS1000d.A,3106,1329.9999999999272,6,1,1256.4
IS1000d,IS1000d.A,3204,609.9999999999,19,4,1285.65
IS1000d,IS1000d.A,3487,3079.9999999999272,7,2,1383.21
IS1000d,IS1000d.A,5145,1470.0000000000273,8,7,1852.42
IS1000d,IS1000d.A,5525,1710.0000000000364,11,1,1990.5
IS1000d,IS1000d.A,6433,1949.999999999818,30,1,2310.26
IS1000d,IS1000d.A,6466,1300.000000000182,15,30,2321.73
IS1000d,IS1000d.B,62,1620.0000000000045,5,1,65.74
IS1000d,IS1000d.B,73,4519.999999999996,11,5,75.7
IS1000d,IS1000d.B,92,1189.9999999999977,6,3,87.05
IS1000d,IS1000d.B,214,1429.9999999999784,43,2,150.49
IS1000d,IS1000d.B,258,1189.9999999999977,26,43,173.74
IS1000d,IS1000d.B,284,1280.0000000000011,6,26,185.73
IS1000d,IS1000d.B,292,3310.0000000000023,1,1,190.39
IS1000d,IS1000d.B,293,1129.9999999999955,8,1,194.36
IS1000d,IS1000d.B,885,1319.9999999999932,15,9,428.83
IS1000d,IS1000d.B,1352,1529.9999999999727,9,11,590.49
IS1000d,IS1000d.B,2101,1649.9999999999773,22,23,844.91
IS1000d,IS1000d.B,2235,1509.999999999991,1,40,929.74
IS1000d,IS1000d.B,2236,1889.9999999999864,19,1,931.71
IS1000d,IS1000d.B,2301,1379.9999999999955,11,40,960.22
IS1000d,IS1000d.B,2387,3289.9999999999636,10,5,998.84
IS1000d,IS1000d.B,2403,1090.0000000000318,39,5,1015.35
IS1000d,IS1000d.B,2447,2349.999999999909,3,39,1028.76
IS1000d,IS1000d.B,2450,1359.9999999999,2,3,1031.94
IS1000d,IS1000d.B,2485,1259.999999999991,10,13,1045.58
IS1000d,IS1000d.B,2774,1360.0000000001273,13,1,1165.84
IS1000d,IS1000d.B,2787,240.0000000000091,7,13,1171.06
IS1000d,IS1000d.B,4042,1070.0000000001637,3,9,1536.12
IS1000d,IS1000d.B,4358,1210.0000000000364,3,9,1627.51
IS1000d,IS1000d.B,4704,970.0000000000273,7,25,1723.58
IS1000d,IS1000d.B,4821,1580.0000000001546,38,6,1757.11
IS1000d,IS1000d.B,5237,1270.0000000002092,45,8,1884.11
IS1000d,IS1000d.B,5475,1089.9999999999181,15,6,1965.72
IS1000d,IS1000d.B,5510,1400.000000000091,1,5,1981.04
IS1000d,IS1000d.B,5522,1120.0000000001182,2,3,1989.03
IS1000d,IS1000d.B,5592,2190.0000000000546,6,1,2009.97
IS1000d,IS1000d.B,5713,4819.999999999709,4,11,2052.59
IS1000d,IS1000d.B,5717,1890.0000000003274,5,4,2058.72
IS1000d,IS1000d.B,5829,769.9999999999818,1,9,2090.96
IS1000d,IS1000d.B,5918,400.00000000009095,1,1,2122.7
IS1000d,IS1000d.B,6105,1200.0000000002728,26,1,2198.33
IS1000d,IS1000d.B,6310,1039.9999999999636,4,30,2270.0
IS1000d,IS1000d.B,6746,1390.0000000003274,8,23,2408.16
IS1000d,IS1000d.C,85,1230.000000000004,4,1,84.92
IS1000d,IS1000d.C,132,1400.0000000000057,8,33,104.85
IS1000d,IS1000d.C,340,1599.9999999999943,11,1,223.36
IS1000d,IS1000d.C,351,1359.9999999999852,84,11,229.56
IS1000d,IS1000d.C,3275,2089.999999999918,31,2,1307.02
IS1000d,IS1000d.C,3342,1220.0000000000273,11,14,1339.17
IS1000d,IS1000d.C,3376,1190.0000000000546,4,1,1349.58
IS1000d,IS1000d.C,3462,1380.0000000001091,9,1,1369.86
IS1000d,IS1000d.C,4531,1410.0000000000819,10,1,1680.27
IS1000d,IS1000d.C,5854,1370.0000000003456,25,14,2100.45
IS1000d,IS1000d.C,5897,1220.0000000002547,19,6,2111.91
IS1000d,IS1000d.C,6528,1440.0000000000546,5,17,2350.75
IS1000d,IS1000d.C,6673,1960.0000000000364,18,6,2386.38
IS1000d,IS1000d.D,676,1420.000000000016,18,73,359.34
IS1000d,IS1000d.D,984,719.9999999999704,107,54,463.62
IS1000d,IS1000d.D,1294,1219.9999999999136,7,138,572.7
IS1000d,IS1000d.D,1426,1179.99999999995,24,57,614.7
IS1000d,IS1000d.D,2559,2079.9999999999272,4,1,1066.54
IS1000d,IS1000d.D,2993,1059.9999999999454,27,14,1226.45
IS1000d,IS1000d.D,4053,900.000000000091,4,2,1544.32
IS1000d,IS1000d.D,4777,3160.000000000082,17,6,1740.99
IS1000d,IS1000d.D,5457,1279.9999999999727,5,25,1958.13
IS1000d,IS1000d.D,6994,1140.0000000003274,6,11,2492.37
IS1001a,IS1001a.A,42,1750.0,36,25,91.29
IS1001a,IS1001a.A,78,1480.000000000004,36,36,109.72
IS1001a,IS1001a.A,114,1730.000000000004,1,36,125.24
IS1001a,IS1001a.A,215,2560.0000000000023,20,38,163.54
IS1001a,IS1001a.A,235,1379.9999999999955,30,20,174.38
IS1001a,IS1001a.A,265,1129.9999999999955,38,30,189.29
IS1001a,IS1001a.A,303,389.99999999998636,23,38,205.58
IS1001a,IS1001a.A,326,3710.000000000008,35,23,217.09
IS1001a,IS1001a.A,436,3680.000000000007,6,5,273.73
IS1001a,IS1001a.A,632,3459.9999999999795,13,17,397.43
IS1001a,IS1001a.A,714,1349.999999999966,4,1,434.3
IS1001a,IS1001a.A,718,1379.9999999999955,47,4,437.48
IS1001a,IS1001a.A,843,3259.999999999991,19,33,488.07
IS1001a,IS1001a.A,936,2470.0000000000273,23,9,524.38
IS1001a,IS1001a.A,1109,1389.9999999999864,35,19,603.29
IS1001a,IS1001a.A,1154,1340.0000000000318,6,35,619.99
IS1001a,IS1001a.A,1325,1659.9999999999682,8,13,670.62
IS1001a,IS1001a.A,1333,1930.0000000000637,8,8,675.9
IS1001a,IS1001a.A,1441,1830.000000000041,19,1,718.49
IS1001a,IS1001a.A,1589,679.99999999995,38,12,768.87
IS1001a,IS1001a.A,1630,850.0000000000227,42,38,787.74
IS1001a,IS1001a.A,1673,839.9999999999181,32,42,804.44
IS1001a,IS1001a.A,1705,2350.0000000000227,29,32,818.89
IS1001a,IS1001a.A,1736,1379.9999999999955,9,1,835.34
IS1001a,IS1001a.A,1768,2350.0000000000227,3,2,869.88
IS1001a,IS1001a.A,1771,4480.000000000018,4,3,872.75
IS1001a,IS1001a.A,1775,3819.9999999999363,12,4,878.09
IS1001a,IS1001a.B,402,1960.000000000008,5,13,253.97
IS1001a,IS1001a.B,522,2680.000000000007,4,6,346.18
IS1001a,IS1001a.B,712,2129.9999999999955,1,10,431.54
IS1001a,IS1001a.B,869,919.9999999999591,35,7,498.23
IS1001a,IS1001a.B,1757,1960.0000000000364,3,8,850.11
IS1001a,IS1001a.C,1432,1659.9999999999682,2,1,711.13
IS1001a,IS1001a.D,493,1980.0000000000182,1,11,310.68
IS1001b,IS1001b.A,15,2869.9999999999973,19,10,34.54
IS1001b,IS1001b.A,34,1220.000000000006,11,19,48.48
IS1001b,IS1001b.A,45,1179.9999999999998,22,11,53.54
IS1001b,IS1001b.A,67,1399.9999999999986,30,22,61.79
IS1001b,IS1001b.A,97,1939.9999999999977,17,30,76.42
IS1001b,IS1001b.A,114,1500.0,15,17,87.53
IS1001b,IS1001b.A,129,1859.9999999999995,33,15,94.91
IS1001b,IS1001b.A,208,1480.0000000000182,1,1,147.79
IS1001b,IS1001b.A,285,1079.999999999984,1,1,187.15
IS1001b,IS1001b.A,292,1270.0000000000102,5,2,196.29
IS1001b,IS1001b.A,831,2500.0,4,9,409.25
IS1001b,IS1001b.A,835,3120.0000000000045,2,4,413.62
IS1001b,IS1001b.A,865,1269.9999999999818,5,1,435.31
IS1001b,IS1001b.A,1836,1090.0000000000318,20,30,913.31
IS1001b,IS1001b.A,1937,2840.000000000032,11,45,949.15
IS1001b,IS1001b.A,2509,3049.9999999999545,22,2,1194.52
IS1001b,IS1001b.A,3178,1240.000000000009,4,53,1436.45
IS1001b,IS1001b.A,3182,1430.0000000000637,12,4,1439.55
IS1001b,IS1001b.A,3194,1039.9999999999636,4,12,1446.02
IS1001b,IS1001b.A,3199,2150.000000000091,34,4,1448.8
IS1001b,IS1001b.A,3233,1649.9999999998636,10,34,1465.68
IS1001b,IS1001b.A,3331,1599.999999999909,2,1,1505.41
IS1001b,IS1001b.A,3449,1800.000000000182,10,29,1555.34
IS1001b,IS1001b.A,3459,1839.9999999999181,14,10,1560.02
IS1001b,IS1001b.A,3473,1189.9999999998272,37,14,1568.67
IS1001b,IS1001b.A,3510,1589.9999999999181,7,37,1585.68
IS1001b,IS1001b.A,3517,1440.0000000000546,37,7,1589.04
IS1001b,IS1001b.A,3557,1319.9999999999363,13,1,1612.48
IS1001b,IS1001b.A,3570,1240.000000000009,51,13,1621.44
IS1001b,IS1001b.A,3653,2250.0,5,10,1648.06
IS1001b,IS1001b.A,3658,1329.9999999999272,2,5,1654.19
IS1001b,IS1001b.A,3660,1120.0000000001182,8,2,1656.58
IS1001b,IS1001b.A,3739,1510.0000000002183,3,12,1684.62
IS1001b,IS1001b.A,4390,1880.0000000001091,24,6,1910.33
IS1001b,IS1001b.A,4584,1490.000000000009,5,12,1964.67
IS1001b,IS1001b.A,4660,1079.9999999999272,83,68,2004.46
IS1001b,IS1001b.A,4829,1389.9999999998727,4,33,2061.56
IS1001b,IS1001b.A,4833,3179.9999999998363,1,4,2064.61
IS1001b,IS1001b.A,4834,1350.0000000003638,6,1,2068.16
IS1001b,IS1001b.B,205,2719.999999999999,2,5,139.31
IS1001b,IS1001b.B,228,1639.9999999999864,3,12,160.28
IS1001b,IS1001b.B,273,1479.9999999999898,3,1,177.19
IS1001b,IS1001b.B,283,1839.999999999975,1,4,183.33
IS1001b,IS1001b.B,446,1550.0000000000114,20,39,254.41
IS1001b,IS1001b.B,467,1120.0000000000045,14,20,262.37
IS1001b,IS1001b.B,584,1599.999999999966,1,12,306.91
IS1001b,IS1001b.B,1328,1799.9999999999545,9,7,675.75
IS1001b,IS1001b.B,1867,2120.0000000000045,7,7,923.38
IS1001b,IS1001b.B,1973,1159.9999999999682,2,25,961.36
IS1001b,IS1001b.B,2628,1100.0000000001364,7,23,1245.53
IS1001b,IS1001b.B,2683,1210.0000000000364,4,2,1265.21
IS1001b,IS1001b.B,2705,1470.0000000000273,2,1,1275.56
IS1001b,IS1001b.B,2971,1079.9999999999272,67,55,1370.0
IS1001b,IS1001b.B,3697,1179.9999999998363,1,25,1665.64
IS1001b,IS1001b.B,3992,1129.9999999998818,5,10,1776.22
IS1001b,IS1001b.B,4022,2079.9999999999272,1,16,1791.7
IS1001b,IS1001b.B,4856,2300.000000000182,6,8,2088.58
IS1001b,IS1001b.B,4862,2329.9999999999272,6,6,2092.53
IS1001b,IS1001b.C,311,1290.0000000000205,6,6,201.92
IS1001b,IS1001b.C,1777,2620.0000000000045,26,7,892.68
IS1001b,IS1001b.C,2045,1250.0,10,2,982.81
IS1001b,IS1001b.C,2123,1689.9999999999409,1,28,1014.96
IS1001b,IS1001b.C,2124,1870.0000000000045,21,1,1017.43
IS1001b,IS1001b.C,2145,3340.0000000001455,13,21,1029.83
IS1001b,IS1001b.C,2158,1649.9999999998636,42,13,1038.13
IS1001b,IS1001b.C,2473,4910.000000000082,1,3,1162.78
IS1001b,IS1001b.C,2501,1080.0000000001546,2,11,1183.34
IS1001b,IS1001b.C,2503,2420.0000000000728,4,2,1185.24
IS1001b,IS1001b.C,2736,1809.9999999999454,16,1,1291.98
IS1001b,IS1001b.D,792,2019.9999999999818,3,2,384.25
IS1001b,IS1001b.D,799,3250.0,3,2,389.43
IS1001b,IS1001b.D,821,1329.999999999984,1,3,403.05
IS1001b,IS1001b.D,908,2750.0,24,7,486.29
IS1001b,IS1001b.D,934,2339.999999999975,33,24,502.72
IS1001b,IS1001b.D,967,1240.000000000009,56,33,519.56
IS1001b,IS1001b.D,1227,1620.0000000000045,32,5,625.55
IS1001b,IS1001b.D,1305,1430.0000000000637,7,38,661.9
IS1001b,IS1001b.D,1319,1740.000000000009,2,2,671.9
IS1001b,IS1001b.D,1408,3460.0000000000364,66,16,719.43
IS1001b,IS1001b.D,1493,1099.999999999909,2,3,764.32
IS1001b,IS1001b.D,1564,1220.0000000000273,6,8,797.25
IS1001c,IS1001c.A,11,2030.0000000000011,17,9,36.92
IS1001c,IS1001c.A,28,1600.0000000000014,27,17,46.71
IS1001c,IS1001c.A,55,1229.9999999999968,18,27,57.85
IS1001c,IS1001c.A,73,1920.0000000000018,28,18,70.69
IS1001c,IS1001c.A,101,1019.999999999996,10,28,84.53
IS1001c,IS1001c.A,111,1189.9999999999977,34,10,90.7
IS1001c,IS1001c.A,145,1030.0000000000011,13,34,107.72
IS1001c,IS1001c.A,158,2209.9999999999936,33,13,113.23
IS1001c,IS1001c.A,191,1680.0000000000068,36,33,129.41
IS1001c,IS1001c.A,232,829.9999999999841,9,36,156.46
IS1001c,IS1001c.A,241,2830.0000000000127,5,9,161.19
IS1001c,IS1001c.A,883,1319.9999999999932,2,2,411.2
IS1001c,IS1001c.A,1045,1649.9999999999773,6,8,469.87
IS1001c,IS1001c.A,1642,1500.0,14,12,674.47
IS1001c,IS1001c.A,1672,1590.0000000000318,11,1,689.54
IS1001c,IS1001c.A,1683,1190.0000000000546,16,11,696.3
IS1001c,IS1001c.A,2144,870.0000000000045,13,12,885.61
IS1001c,IS1001c.A,2351,1210.0000000000364,35,8,956.61
IS1001c,IS1001c.A,2387,3990.000000000009,14,35,973.13
IS1001c,IS1001c.A,2640,1359.9999999999,2,4,1072.76
IS1001c,IS1001c.A,2656,1639.9999999998727,5,14,1088.14
IS1001c,IS1001c.A,2870,1240.000000000009,19,5,1164.48
IS1001c,IS1001c.A,3045,1400.000000000091,7,9,1227.32
IS1001c,IS1001c.A,3191,1410.0000000000819,16,22,1267.5
IS1001c,IS1001c.A,3207,2569.9999999999363,7,16,1273.29
IS1001c,IS1001c.A,3240,2039.9999999999636,1,21,1296.24
IS1001c,IS1001c.A,3241,2120.0000000001182,7,1,1298.78
IS1001c,IS1001c.A,3255,1640.0000000001,9,5,1313.82
IS1001c,IS1001c.A,3264,1359.9999999999,10,9,1319.2
IS1001c,IS1001c.A,3274,1990.000000000009,5,10,1324.05
IS1001c,IS1001c.A,3279,1309.9999999999454,24,5,1327.91
IS1001c,IS1001c.A,3303,2079.9999999999272,15,24,1341.19
IS1001c,IS1001c.A,3318,1789.9999999999636,38,15,1349.55
IS1001c,IS1001c.A,3358,1089.9999999999181,1,1,1371.39
IS1001c,IS1001c.A,3359,1250.0,22,1,1373.14
IS1001c,IS1001c.A,3386,1819.9999999999363,2,4,1386.65
IS1001c,IS1001c.A,3388,1109.9999999999,3,2,1389.49
IS1001c,IS1001c.A,3391,1259.999999999991,9,3,1391.69
IS1001c,IS1001c.B,273,1210.000000000008,3,13,179.15
IS1001c,IS1001c.B,276,1280.0000000000011,20,3,182.09
IS1001c,IS1001c.B,297,579.9999999999841,21,20,190.86
IS1001c,IS1001c.B,318,330.0000000000125,12,21,199.28
IS1001c,IS1001c.B,330,409.9999999999966,30,12,204.05
IS1001c,IS1001c.B,360,610.0000000000136,50,30,216.41
IS1001c,IS1001c.B,528,1889.9999999999864,16,8,283.19
IS1001c,IS1001c.B,737,1279.9999999999727,17,29,356.8
IS1001c,IS1001c.B,755,899.9999999999773,18,17,364.74
IS1001c,IS1001c.B,1055,1269.9999999999818,3,4,473.06
IS1001c,IS1001c.B,2297,1440.0000000000546,4,13,936.53
IS1001c,IS1001c.C,592,1139.9999999999864,26,1,309.22
IS1001c,IS1001c.C,828,1180.0000000000068,11,7,392.82
IS1001c,IS1001c.C,1085,1840.0000000000318,7,1,484.28
IS1001c,IS1001c.C,1096,4469.999999999971,7,1,496.93
IS1001c,IS1001c.C,1104,2239.9999999999523,14,7,504.72
IS1001c,IS1001c.C,1178,1019.9999999999818,2,57,531.22
IS1001c,IS1001c.C,1217,1510.0000000001046,21,17,543.56
IS1001c,IS1001c.C,1398,580.0000000000409,14,53,592.16
IS1001c,IS1001c.C,1413,620.0000000000045,29,14,596.68
IS1001c,IS1001c.C,1481,1120.0000000000045,19,31,617.15
IS1001c,IS1001c.C,1545,1529.9999999999727,7,43,638.07
IS1001c,IS1001c.C,1557,1449.9999999999318,31,4,643.72
IS1001c,IS1001c.C,1973,2689.999999999941,7,29,826.94
IS1001c,IS1001c.C,2630,2860.0000000001273,6,9,1064.87
IS1001c,IS1001c.C,2818,1180.0000000000637,13,57,1147.07
IS1001c,IS1001c.C,3034,1350.0000000001364,2,6,1223.12
IS1001c,IS1001c.C,3082,1089.9999999999181,5,26,1235.38
IS1001c,IS1001c.C,3218,1640.0000000001,1,2,1283.58
IS1001c,IS1001c.D,1704,1060.0000000000591,2,4,715.43
IS1001c,IS1001c.D,1707,2789.9999999999636,15,2,717.26
IS1001c,IS1001c.D,1722,540.0000000000773,38,15,727.91
IS1001c,IS1001c.D,1781,669.9999999999591,19,20,754.1
IS1001c,IS1001c.D,1804,2120.0000000000045,31,1,767.47
IS1001c,IS1001c.D,1835,1259.999999999991,19,31,781.65
IS1001c,IS1001c.D,1869,1400.000000000091,12,10,799.42
IS1001d,IS1001d.A,1,4930.0,21,1,6.75
IS1001d,IS1001d.A,79,1299.9999999999973,1,17,67.58
IS1001d,IS1001d.A,80,1280.0000000000011,64,1,69.24
IS1001d,IS1001d.A,144,789.999999999992,3,64,101.95
IS1001d,IS1001d.A,147,1800.0000000000114,11,3,104.49
IS1001d,IS1001d.A,158,1189.9999999999977,10,11,110.03
IS1001d,IS1001d.A,221,2330.0000000000127,38,49,139.53
IS1001d,IS1001d.A,320,3629.9999999999955,1,1,192.77
IS1001d,IS1001d.A,528,1219.9999999999704,16,1,283.66
IS1001d,IS1001d.A,790,1120.0000000000045,4,11,418.44
IS1001d,IS1001d.A,794,1849.999999999966,1,4,420.91
IS1001d,IS1001d.A,795,1160.000000000025,9,1,423.21
IS1001d,IS1001d.A,1378,1489.9999999998954,3,13,630.57
IS1001d,IS1001d.A,1458,1149.9999999999773,21,53,667.58
IS1001d,IS1001d.A,1479,2509.999999999991,42,21,678.29
IS1001d,IS1001d.A,1542,1240.000000000009,8,1,706.96
IS1001d,IS1001d.A,1550,1180.0000000000637,1,8,710.81
IS1001d,IS1001d.A,1595,1250.0,12,11,733.39
IS1001d,IS1001d.B,1184,1250.0,4,1,555.04
IS1001d,IS1001d.C,1010,519.9999999999818,3,1,497.13
IS1001d,IS1001d.C,1357,1199.9999999999318,6,36,622.58
IS1001d,IS1001d.D,377,1159.9999999999966,92,45,225.34
IS1001d,IS1001d.D,591,4400.000000000035,9,1,316.21
IS1001d,IS1001d.D,624,1000.0,4,18,331.53
IS1001d,IS1001d.D,633,3500.0,1,1,346.06
IS1001d,IS1001d.D,752,4000.0,6,6,395.45
IS1001d,IS1001d.D,957,3010.0000000000477,4,4,481.46
IS1001d,IS1001d.D,1234,2189.999999999941,1,16,575.86
IS1002b,IS1002b.A,1,1219.9999999999989,35,1,92.51
IS1002b,IS1002b.A,36,920.0000000000017,73,35,104.87
IS1002b,IS1002b.A,109,469.99999999999886,35,73,127.56
IS1002b,IS1002b.A,144,1099.9999999999943,20,35,140.84
IS1002b,IS1002b.A,164,1299.999999999983,2,20,146.46
IS1002b,IS1002b.A,166,1230.0000000000182,7,2,148.2
IS1002b,IS1002b.A,665,2159.999999999968,21,1,288.29
IS1002b,IS1002b.A,838,1329.999999999984,11,1,343.63
IS1002b,IS1002b.A,849,1730.0000000000182,5,11,348.02
IS1002b,IS1002b.A,854,1779.9999999999727,15,5,351.41
IS1002b,IS1002b.A,1464,4360.000000000014,10,2,566.17
IS1002b,IS1002b.A,1806,480.0000000000182,71,45,704.35
IS1002b,IS1002b.A,2224,70.00000000005002,68,53,808.51
IS1002b,IS1002b.A,3805,1319.9999999999363,2,1,1243.21
IS1002b,IS1002b.A,3807,2839.999999999918,3,2,1245.72
IS1002b,IS1002b.A,4642,1819.9999999999363,23,14,1529.27
IS1002b,IS1002b.A,5703,369.99999999989086,37,83,1812.9
IS1002b,IS1002b.A,5740,1139.9999999998727,53,37,1824.22
IS1002b,IS1002b.A,6075,1279.9999999999727,33,35,1928.13
IS1002b,IS1002b.A,6246,259.9999999999909,45,59,1970.44
IS1002b,IS1002b.A,7408,409.9999999998545,36,78,2277.94
